IA1	IA2	IB1	IB2	averageP	sdp	overlap	direction
an elderly person	NA	an adult	a congressman	0.575041095890411	0.0280858654449731	0.849917808219178	1
a convict	NA	a pedophile	a terrorist	0.776718253968254	0.0340436668235406	0.446563492063492	1
a judge	NA	a soldier	a pedophile	0.426689655172414	0.0438893050604004	0.853379310344828	-1
an adult	NA	a congressman	a pedophile	0.715094427244582	0.0245970839577026	0.569811145510836	1
a congressman	NA	a convict	a rapist	0.722521739130435	0.0411473366240242	0.55495652173913	1
a police officer	NA	a mentor	an elderly person	0.50690404040404	0.0364468003800439	0.986191919191919	1
a celebrity	NA	a teacher	a mother	0.21629295154185	0.0274569502422802	0.4325859030837	-1
a terrorist	NA	a celebrity	an astronaut	0.0374601769911504	0.0183839339812263	0.0749203539823009	-1
an assassin	NA	a gang member	a terrorist	0.451656779661017	0.0437337085942002	0.903313559322034	-1
a thief	NA	a congressman	a thief	0.285482300884956	0.0426945849634506	0.570964601769911	-1
a convict	NA	a terrorist	a teacher	0.261661202185792	0.0315492158809896	0.523322404371585	-1
a mentor	NA	an astronaut	a father	0.362525423728814	0.0367137490492783	0.725050847457627	-1
a teacher	NA	a father	a nun	0.388080204778157	0.0276511248926873	0.776160409556314	-1
a father	NA	a teacher	a judge	0.687831058020478	0.0262531954312681	0.624337883959044	1
a teacher	NA	an assassin	a gang member	0.910644680851064	0.018965366620083	0.178710638297872	1
a convict	NA	a thief	an addict	0.436032258064516	0.0460267373612708	0.872064516129032	-1
a congressman	NA	a terrorist	a nun	0.489490740740741	0.0459266515188512	0.978981481481481	-1
a gang member	NA	a rapist	a soldier	0.202805084745763	0.0358882773088288	0.405610169491525	-1
an astronaut	NA	an elderly person	an adult	0.454052364864865	0.0293787389065634	0.90810472972973	-1
a terrorist	NA	a mentor	a police officer	0.0228823529411765	0.0130717268878673	0.0457647058823529	-1
a terrorist	NA	a congressman	a pedophile	0.210941964285714	0.0364337694349299	0.421883928571429	-1
a mother	NA	a rapist	a mother	0.599404761904762	0.0274962132749388	0.801190476190476	1
an astronaut	NA	a thief	an astronaut	0.584226890756303	0.0441581119621798	0.831546218487395	1
an addict	NA	a father	an elderly person	0.133368421052632	0.0216145192366272	0.266736842105263	-1
a convict	NA	a mother	a gang member	0.173225543478261	0.0268442750329889	0.346451086956522	-1
a judge	NA	a nun	a father	0.293386363636364	0.0324015736435421	0.586772727272727	-1
a thief	NA	an olympian	an addict	0.153879464285714	0.0349192254254478	0.307758928571429	-1
a nun	NA	an olympian	a convict	0.548428571428571	0.045535591874604	0.903142857142857	1
a congressman	NA	a police officer	a celebrity	0.346628440366972	0.0463033954786036	0.693256880733945	-1
a nun	NA	a convict	a celebrity	0.609542016806723	0.0459213920337515	0.780915966386555	1
an astronaut	NA	an assassin	an elderly person	0.544445595854922	0.0349319911117319	0.911108808290156	1
a soldier	NA	a judge	a celebrity	0.713477678571429	0.0425113744153008	0.573044642857143	1
a thief	NA	a celebrity	a pedophile	0.30480701754386	0.0419384981980283	0.609614035087719	-1
a judge	NA	an assassin	a rapist	0.912229166666667	0.0244399704563223	0.175541666666667	1
a rapist	NA	a father	a mother	0.00523949579831933	0.00418374846176773	0.0104789915966387	-1
a judge	NA	a mentor	a teacher	0.400814285714286	0.0376559588450841	0.801628571428571	-1
a police officer	NA	an adult	a pedophile	0.628547826086956	0.0341605725082334	0.742904347826087	1
a thief	NA	a thief	an olympian	0.193219298245614	0.0372986033911671	0.386438596491228	-1
a soldier	NA	a police officer	a rapist	0.685202479338843	0.0417376358320362	0.629595041322314	1
a nun	NA	a nun	a soldier	0.332683760683761	0.0435181653375178	0.665367521367521	-1
a father	NA	a soldier	a rapist	0.65276906779661	0.0300275794768161	0.69446186440678	1
an adult	NA	a police officer	an astronaut	0.468659090909091	0.0295484109282778	0.937318181818182	-1
a congressman	NA	an olympian	a rapist	0.486662037037037	0.0487114362754493	0.973324074074074	-1
a judge	NA	a mentor	a congressman	0.444920353982301	0.0469794045667077	0.889840707964602	-1
a nun	NA	a terrorist	an assassin	0.919131355932203	0.0240497324893658	0.161737288135593	1
a mother	NA	a congressman	a celebrity	0.820073008849557	0.0264729053658441	0.359853982300885	1
a gang member	NA	a terrorist	an assassin	0.604700854700855	0.0416698611699102	0.790598290598291	1
an olympian	NA	a judge	an elderly person	0.428271739130435	0.0362776737682762	0.85654347826087	-1
a father	NA	a gang member	a nun	0.792129787234043	0.0265867681484114	0.415740425531915	1
a pedophile	NA	a thief	a mentor	0.0648025210084034	0.0226918914523484	0.129605042016807	-1
an olympian	NA	a soldier	an astronaut	0.325144144144144	0.0432664950473719	0.650288288288288	-1
a thief	NA	a nun	a father	0.0576136363636364	0.0164863996267725	0.115227272727273	-1
a judge	NA	a father	a pedophile	0.389693181818182	0.0370749769870193	0.779386363636364	-1
a celebrity	NA	a gang member	an astronaut	0.465193693693694	0.0469414040662866	0.930387387387387	-1
a police officer	NA	an adult	a teacher	0.500066202090592	0.0298180031480296	0.999867595818815	1
an assassin	NA	a father	an elderly person	0.0380615079365079	0.0116656001630078	0.0761230158730158	-1
a celebrity	NA	a police officer	a father	0.243193641618497	0.031911740642367	0.486387283236994	-1
an adult	NA	a police officer	an olympian	0.47735736196319	0.0296210008503472	0.95471472392638	-1
a judge	NA	an olympian	a teacher	0.409119186046512	0.0380837766056555	0.818238372093023	-1
an adult	NA	a teacher	an addict	0.50779634464752	0.0258765080940447	0.984407310704961	1
an astronaut	NA	an adult	a celebrity	0.519034246575342	0.0353131230226936	0.961931506849315	1
a rapist	NA	a police officer	an elderly person	0.0280075376884422	0.0116553967527814	0.0560150753768844	-1
a rapist	NA	an adult	an astronaut	0.0318672566371681	0.0116461854962288	0.0637345132743363	-1
an assassin	NA	a congressman	a police officer	0.0991008403361344	0.0286994349700862	0.198201680672269	-1
a judge	NA	a pedophile	an olympian	0.587793859649123	0.0436410598365927	0.824412280701754	1
an assassin	NA	a judge	an astronaut	0.0910666666666667	0.0250885651795681	0.182133333333333	-1
a judge	NA	a father	a nun	0.292849431818182	0.0338168201405594	0.585698863636364	-1
a rapist	NA	an elderly person	an adult	0.0278411371237458	0.0096346316011136	0.0556822742474916	-1
a mother	NA	a terrorist	a thief	0.976543103448276	0.00913562117858827	0.0469137931034482	1
a gang member	NA	a mentor	a father	0.0722386363636364	0.0188197524658606	0.144477272727273	-1
an olympian	NA	an astronaut	a congressman	0.483742990654206	0.0505201444069995	0.967485981308411	-1
a mentor	NA	a soldier	a police officer	0.399388429752066	0.043660409363066	0.798776859504132	-1
a nun	NA	a teacher	an adult	0.394578291814947	0.0288754094422464	0.789156583629893	-1
a judge	NA	a nun	an astronaut	0.456504273504274	0.0449894966567745	0.913008547008547	-1
a rapist	NA	a convict	an elderly person	0.0688015075376884	0.0174663123350903	0.137603015075377	-1
a teacher	NA	a gang member	a police officer	0.588915611814346	0.0309695856184231	0.822168776371308	1
a pedophile	NA	a gang member	a father	0.0538841807909605	0.0164598210930339	0.107768361581921	-1
an olympian	NA	a terrorist	a mentor	0.523363636363636	0.0467886836366834	0.953272727272727	1
an elderly person	NA	a judge	an olympian	0.601258620689655	0.031841640388154	0.79748275862069	1
a celebrity	NA	a convict	a soldier	0.349789473684211	0.0478036553801816	0.699578947368421	-1
an adult	NA	an adult	a congressman	0.530153755868545	0.0276553494958587	0.939692488262911	1
an olympian	NA	an addict	an elderly person	0.472	0.0373997576123643	0.944	-1
a mentor	NA	a congressman	a judge	0.613048672566372	0.0461163474679322	0.773902654867257	1
an adult	NA	a rapist	an assassin	0.923445288753799	0.0146017065927555	0.153109422492401	1
a police officer	NA	a police officer	a teacher	0.49972311827957	0.0367754851989082	0.99944623655914	-1
a nun	NA	an elderly person	a convict	0.476257653061224	0.036337102788878	0.952515306122449	-1
an astronaut	NA	an adult	an olympian	0.504263636363636	0.0366095448096239	0.991472727272727	1
a terrorist	NA	a father	a police officer	0.0143005617977528	0.00837889689698284	0.0286011235955056	-1
a rapist	NA	an astronaut	a congressman	0.0387838983050847	0.017264123815429	0.0775677966101695	-1
a celebrity	NA	an astronaut	a teacher	0.348325443786982	0.036566179985019	0.696650887573965	-1
a soldier	NA	a soldier	an olympian	0.541112612612613	0.0456076096923905	0.917774774774775	1
a soldier	NA	a mentor	a judge	0.639373913043478	0.0440178176162857	0.721252173913044	1
a rapist	NA	a teacher	a police officer	0.0189699453551913	0.0098393739577706	0.0379398907103825	-1
a pedophile	NA	a soldier	a terrorist	0.0910641025641026	0.0262586840302759	0.182128205128205	-1
a gang member	NA	a teacher	a pedophile	0.22625	0.0309749360382175	0.4525	-1
a mentor	NA	a pedophile	an olympian	0.67025	0.0433821364096122	0.6595	1
an addict	NA	a celebrity	a thief	0.42845045045045	0.0462167021851181	0.856900900900901	-1
an olympian	NA	a congressman	a mentor	0.451373831775701	0.0481760638318551	0.902747663551402	-1
an assassin	NA	a congressman	a mentor	0.0869568965517241	0.0267534073058351	0.173913793103448	-1
an addict	NA	an olympian	a celebrity	0.288805555555556	0.0436525175428596	0.577611111111111	-1
a rapist	NA	a police officer	a mother	0.00915846994535519	0.00674713717291384	0.0183169398907104	-1
a gang member	NA	a congressman	an olympian	0.1605	0.0344664058984919	0.321	-1
a celebrity	NA	an addict	a mother	0.277398203592814	0.0343976916690108	0.554796407185629	-1
an olympian	NA	a soldier	a thief	0.412695454545455	0.0457235987902232	0.825390909090909	-1
a father	NA	an elderly person	a mother	0.501495912806539	0.0261410934615427	0.997008174386921	1
a nun	NA	a soldier	a judge	0.33208547008547	0.0419572660735491	0.66417094017094	-1
a teacher	NA	an olympian	an astronaut	0.605554112554113	0.034272618046664	0.788891774891775	1
a judge	NA	a celebrity	an elderly person	0.42657486631016	0.0363606290444493	0.853149732620321	-1
a pedophile	NA	a congressman	an olympian	0.0302678571428571	0.0165644657137357	0.0605357142857142	-1
a pedophile	NA	a judge	an adult	0.0191479820627803	0.00907692130936573	0.0382959641255606	-1
a terrorist	NA	an astronaut	a gang member	0.0786594827586207	0.0258278882975404	0.157318965517241	-1
a pedophile	NA	a police officer	an astronaut	0.0160081300813008	0.0106819036066422	0.0320162601626016	-1
an adult	NA	a rapist	an astronaut	0.599036474164134	0.0274261214234702	0.801927051671733	1
a soldier	NA	a congressman	a soldier	0.548445454545455	0.0491371616905791	0.903109090909091	1
a mother	NA	an astronaut	a mother	0.55333904109589	0.0295438591487021	0.893321917808219	1
a pedophile	NA	an elderly person	a mentor	0.0130155440414508	0.00792033390995308	0.0260310880829016	-1
a rapist	NA	a convict	a celebrity	0.119934426229508	0.0294169307605204	0.239868852459016	-1
a nun	NA	an assassin	a thief	0.884226890756303	0.0291522837218238	0.231546218487395	1
a congressman	NA	a judge	a mother	0.207281437125749	0.0305227892848831	0.414562874251497	-1
an assassin	NA	a soldier	a congressman	0.0690701754385965	0.0244229743709048	0.138140350877193	-1
a soldier	NA	an olympian	a rapist	0.762285087719298	0.0375574674382451	0.475429824561403	1
a celebrity	NA	a convict	a rapist	0.757482905982906	0.0379820520398345	0.485034188034188	1
a congressman	NA	a rapist	a gang member	0.766288288288288	0.0409764589861255	0.467423423423423	1
an assassin	NA	an elderly person	a pedophile	0.185914948453608	0.0266739362796954	0.371829896907216	-1
a congressman	NA	a congressman	an olympian	0.411936274509804	0.0477478795073099	0.823872549019608	-1
a teacher	NA	a soldier	a rapist	0.50771914893617	0.032314819810789	0.98456170212766	1
a terrorist	NA	a father	a thief	0.0753390804597701	0.0190038388986859	0.15067816091954	-1
a police officer	NA	a terrorist	a pedophile	0.970923387096774	0.014513571926676	0.0581532258064517	1
a gang member	NA	a gang member	a mentor	0.183568965517241	0.0356543112407566	0.367137931034483	-1
a soldier	NA	a gang member	a soldier	0.582232456140351	0.0441942348783	0.835535087719298	1
a pedophile	NA	a thief	an adult	0.0709417040358744	0.0161301255893453	0.141883408071749	-1
an adult	NA	a nun	an adult	0.510493039443155	0.0269082765201035	0.979013921113689	1
a pedophile	NA	a teacher	a thief	0.0630734463276836	0.0177845111890477	0.126146892655367	-1
an elderly person	NA	an addict	a thief	0.811226235741445	0.0252507258007067	0.37754752851711	1
a mother	NA	a soldier	a father	0.554376288659794	0.0280808526051869	0.891247422680412	1
a father	NA	an assassin	a soldier	0.645887234042553	0.0314711201690658	0.708225531914894	1
an assassin	NA	a nun	a celebrity	0.105793103448276	0.0275811582829728	0.211586206896552	-1
an adult	NA	a father	an olympian	0.344856020942408	0.0248715268242157	0.689712041884817	-1
a soldier	NA	a judge	a teacher	0.625349710982659	0.0362949933188022	0.749300578034682	1
a gang member	NA	a mother	an adult	0.0704247311827957	0.0153269224952531	0.140849462365591	-1
an addict	NA	a pedophile	an adult	0.372975	0.0333197673453092	0.74595	-1
a mentor	NA	an addict	an adult	0.587013574660634	0.0339353984220649	0.825972850678733	1
a soldier	NA	a rapist	a convict	0.912069672131148	0.0247108817362847	0.175860655737705	1
a celebrity	NA	a soldier	a congressman	0.313452380952381	0.0457863583209603	0.626904761904762	-1
a celebrity	NA	an adult	a pedophile	0.499699074074074	0.0358451812592602	0.999398148148148	-1
a terrorist	NA	a celebrity	a rapist	0.188456140350877	0.0372386406336945	0.376912280701754	-1
an elderly person	NA	an assassin	a police officer	0.587671003717472	0.0313522893486805	0.824657992565056	1
an astronaut	NA	an addict	a soldier	0.412594827586207	0.0450281170098445	0.825189655172414	-1
a congressman	NA	a thief	a convict	0.697911504424779	0.043807105092831	0.604176991150442	1
a judge	NA	a mother	a gang member	0.334247126436782	0.0346907780407982	0.668494252873563	-1
a rapist	NA	a gang member	a judge	0.0873842975206612	0.0262048661645031	0.174768595041322	-1
an olympian	NA	a soldier	a convict	0.396065789473684	0.0453063800028378	0.792131578947368	-1
a convict	NA	a thief	a mother	0.179608695652174	0.0277060317113675	0.359217391304348	-1
a pedophile	NA	a soldier	a celebrity	0.0191739130434783	0.0134343235094256	0.0383478260869565	-1
a terrorist	NA	an olympian	a teacher	0.0210701754385965	0.010879947384941	0.0421403508771929	-1
a convict	NA	a convict	a rapist	0.551231060606061	0.041198414100073	0.897537878787879	1
an addict	NA	a terrorist	a judge	0.396252212389381	0.0450243213857249	0.792504424778761	-1
a rapist	NA	a celebrity	an olympian	0.0435695652173913	0.0190947527144459	0.0871391304347826	-1
a congressman	NA	an elderly person	an astronaut	0.320535519125683	0.0331651095845514	0.641071038251366	-1
a congressman	NA	a celebrity	an elderly person	0.345067039106145	0.0358217003291269	0.69013407821229	-1
a father	NA	a judge	a soldier	0.604583333333333	0.0331939684895898	0.790833333333333	1
an assassin	NA	a teacher	an adult	0.0595	0.0133758408761842	0.119	-1
a rapist	NA	a mentor	an assassin	0.0922926829268293	0.0264636221829324	0.184585365853658	-1
a mother	NA	a pedophile	an assassin	0.983129787234043	0.00800353846290238	0.0337404255319149	1
an astronaut	NA	a pedophile	a father	0.414033707865169	0.036185961411863	0.828067415730337	-1
an assassin	NA	a judge	an addict	0.130983050847458	0.0301028611986826	0.261966101694915	-1
an astronaut	NA	an elderly person	an olympian	0.465145502645503	0.0356878557264901	0.930291005291005	-1
a convict	NA	an elderly person	a congressman	0.195741025641026	0.028721330907583	0.391482051282051	-1
a mentor	NA	a judge	a father	0.372394886363636	0.0367705876001892	0.744789772727273	-1
an adult	NA	an addict	a pedophile	0.797075384615385	0.0220109651475972	0.405849230769231	1
an astronaut	NA	a rapist	a soldier	0.4536875	0.0429312145522688	0.907375	-1
a judge	NA	a terrorist	an astronaut	0.55035775862069	0.043993543231764	0.899284482758621	1
a pedophile	NA	a teacher	a congressman	0.0234537572254335	0.0111211910913009	0.046907514450867	-1
an addict	NA	an olympian	a teacher	0.215094117647059	0.0296948888380021	0.430188235294118	-1
an addict	NA	an adult	a convict	0.318058295964126	0.0305049590002491	0.636116591928251	-1
a terrorist	NA	an addict	a soldier	0.0433274336283186	0.0191011971371747	0.0866548672566372	-1
an adult	NA	a pedophile	a congressman	0.716199690402477	0.0248628566717961	0.567600619195046	1
a teacher	NA	a nun	an addict	0.654038626609442	0.0324569122997211	0.691922746781116	1
an astronaut	NA	a congressman	a teacher	0.475768786127168	0.0384825077576785	0.951537572254335	-1
a father	NA	an astronaut	a mentor	0.695065677966102	0.0309147035096364	0.609868644067797	1
a father	NA	a convict	a father	0.582384228187919	0.0283867148072347	0.835231543624161	1
a police officer	NA	a father	an adult	0.370987847222222	0.0292633562572546	0.741975694444444	-1
a soldier	NA	a pedophile	an assassin	0.970205128205128	0.0146781111417993	0.0595897435897437	1
a celebrity	NA	an adult	an addict	0.443903755868545	0.034276126755877	0.887807511737089	-1
a mentor	NA	a father	a rapist	0.447243016759777	0.0357074199428768	0.894486033519553	-1
a convict	NA	an adult	a celebrity	0.207469162995595	0.0276978893704391	0.414938325991189	-1
an astronaut	NA	a police officer	a soldier	0.349648760330579	0.0419318162468765	0.699297520661157	-1
an olympian	NA	an elderly person	a nun	0.430181081081081	0.0361417076370208	0.860362162162162	-1
a terrorist	NA	an adult	an astronaut	0.0336613636363636	0.0122166592101984	0.0673227272727273	-1
an adult	NA	a celebrity	a thief	0.662925465838509	0.026798114064926	0.674149068322981	1
a rapist	NA	a terrorist	a thief	0.342120833333333	0.0400545484244721	0.684241666666667	-1
an adult	NA	an adult	a father	0.335028629856851	0.0221546708492034	0.670057259713701	-1
an adult	NA	a soldier	a congressman	0.408819314641745	0.0296270665247332	0.817638629283489	-1
an astronaut	NA	a gang member	a police officer	0.534151639344262	0.0436169126691355	0.931696721311476	1
a congressman	NA	a father	an adult	0.222365808823529	0.0262739197072668	0.444731617647059	-1
a mentor	NA	an elderly person	a congressman	0.529986631016043	0.0383031064441848	0.940026737967914	1
a judge	NA	a nun	a rapist	0.593491596638655	0.0450429029767339	0.813016806722689	1
a teacher	NA	a police officer	a congressman	0.545864806866953	0.0329152051249431	0.908270386266094	1
a thief	NA	a terrorist	a father	0.164077142857143	0.0269872061735214	0.328154285714286	-1
a pedophile	NA	a teacher	an astronaut	0.00795786516853933	0.00620270706126393	0.0159157303370786	-1
an olympian	NA	a gang member	a convict	0.818347826086957	0.0364398263199438	0.363304347826087	1
an elderly person	NA	an assassin	a father	0.452513888888889	0.0273229235294091	0.905027777777778	-1
an astronaut	NA	a pedophile	a thief	0.923546218487395	0.0244078698238454	0.15290756302521	1
an olympian	NA	an addict	an assassin	0.762405405405405	0.0391863836531136	0.475189189189189	1
a teacher	NA	a teacher	a celebrity	0.532053633217993	0.0283818446301957	0.935892733564014	1
an olympian	NA	a teacher	a congressman	0.434330303030303	0.0380512963227345	0.868660606060606	-1
a mentor	NA	a mentor	a convict	0.572260162601626	0.0458790225651571	0.855479674796748	1
an adult	NA	a teacher	a mother	0.291914027149321	0.0226192050266186	0.583828054298642	-1
a mentor	NA	a mother	an olympian	0.337664739884393	0.0371279648381042	0.675329479768786	-1
a mother	NA	a celebrity	an elderly person	0.730649671052632	0.025964190034735	0.538700657894737	1
an olympian	NA	a pedophile	an adult	0.560074074074074	0.0353696708565001	0.879851851851852	1
a mother	NA	a terrorist	a gang member	0.95710775862069	0.0131309116827605	0.0857844827586207	1
a convict	NA	an adult	a terrorist	0.301613537117904	0.0302405692994057	0.603227074235808	-1
a father	NA	an addict	a thief	0.899682403433476	0.019668468076483	0.200635193133047	1
an elderly person	NA	a teacher	an olympian	0.5130046875	0.0275619786669813	0.973990625	1
a mother	NA	an addict	a thief	0.922012931034483	0.016005047276466	0.155974137931034	1
a teacher	NA	a terrorist	a mentor	0.611386266094421	0.0320628727154557	0.777227467811159	1
a nun	NA	an assassin	a gang member	0.865155462184874	0.0314262944882782	0.269689075630252	1
a mentor	NA	a nun	an astronaut	0.557567226890756	0.0447420779722533	0.884865546218487	1
a gang member	NA	a convict	a celebrity	0.268576923076923	0.0410474142829444	0.537153846153846	-1
a teacher	NA	an adult	a thief	0.626241124260355	0.0282504406302959	0.74751775147929	1
a soldier	NA	a convict	a gang member	0.898420168067227	0.0277147050295866	0.203159663865546	1
a pedophile	NA	a pedophile	a father	0.103877094972067	0.020988625907606	0.207754189944134	-1
a father	NA	a gang member	a congressman	0.833358695652174	0.0242716813636291	0.333282608695652	1
a thief	NA	a thief	an assassin	0.511021186440678	0.0443300642193495	0.977957627118644	1
a thief	NA	an adult	a convict	0.168311946902655	0.0257136525125894	0.33662389380531	-1
a celebrity	NA	an olympian	a terrorist	0.519740566037736	0.0469171788296946	0.960518867924528	1
a pedophile	NA	a judge	a rapist	0.112132231404959	0.0286043019392317	0.224264462809917	-1
an assassin	NA	a rapist	a congressman	0.281423076923077	0.0402213660985702	0.562846153846154	-1
a rapist	NA	a father	a judge	0.0151388888888889	0.00838069992261513	0.0302777777777777	-1
a convict	NA	a gang member	a teacher	0.226494565217391	0.0294564471618116	0.452989130434783	-1
an astronaut	NA	an astronaut	a terrorist	0.595927966101695	0.045077228499648	0.80814406779661	1
a teacher	NA	an addict	an elderly person	0.566295751633987	0.0289308061556349	0.867408496732026	1
a nun	NA	a rapist	a father	0.387332402234637	0.0361029415304494	0.774664804469274	-1
a soldier	NA	an assassin	a mentor	0.692136752136752	0.042619900838811	0.615726495726496	1
a father	NA	a mother	a convict	0.550057239057239	0.0270505470345729	0.899885521885522	1
a father	NA	an olympian	a teacher	0.686491379310345	0.0267745315705102	0.62701724137931	1
a teacher	NA	a thief	a terrorist	0.934675965665236	0.0157944421253351	0.130648068669528	1
an elderly person	NA	a gang member	a convict	0.846108208955224	0.023160035210683	0.307783582089552	1
a celebrity	NA	a convict	an astronaut	0.454626086956522	0.0477557879682831	0.909252173913043	-1
a congressman	NA	a thief	an elderly person	0.404041208791209	0.0372517568127054	0.808082417582418	-1
a mother	NA	a pedophile	a nun	0.835289361702128	0.0250204889234911	0.329421276595745	1
a thief	NA	a pedophile	an adult	0.230963963963964	0.0269138482820036	0.461927927927928	-1
a soldier	NA	a teacher	a police officer	0.607036723163842	0.0363493244289991	0.785926553672316	1
a police officer	NA	a congressman	an astronaut	0.582371900826446	0.044412387912705	0.835256198347107	1
an adult	NA	an elderly person	a mentor	0.45167125	0.0254330434796573	0.9033425	-1
a mother	NA	a pedophile	a police officer	0.766861344537815	0.0260513600310849	0.46627731092437	1
a terrorist	NA	a pedophile	a mother	0.116701149425287	0.0224543761163677	0.233402298850575	-1
a mentor	NA	a judge	a congressman	0.613734513274336	0.045090260291012	0.772530973451327	1
a convict	NA	a police officer	a mother	0.092281914893617	0.0204911813029688	0.184563829787234	-1
a father	NA	a rapist	a father	0.596486486486487	0.0271866397872693	0.807027027027027	1
a congressman	NA	a terrorist	an astronaut	0.454821100917431	0.0464950598307996	0.909642201834862	-1
a soldier	NA	a nun	a gang member	0.751091304347826	0.0397193499089798	0.497817391304348	1
a gang member	NA	an olympian	a pedophile	0.25940350877193	0.0405977722505355	0.51880701754386	-1
a convict	NA	a rapist	a father	0.225382352941176	0.029994112063637	0.450764705882353	-1
a gang member	NA	an adult	an addict	0.174134703196347	0.0259367780404155	0.348269406392694	-1
a mentor	NA	an adult	an olympian	0.544954337899543	0.0350169916143849	0.910091324200913	1
an astronaut	NA	a soldier	a rapist	0.453725	0.0457250981852253	0.90745	-1
an addict	NA	a mentor	a teacher	0.208849710982659	0.029958261251739	0.417699421965318	-1
an adult	NA	a mother	an elderly person	0.291693231441048	0.0217424708382056	0.583386462882096	-1
a pedophile	NA	an adult	a gang member	0.0652713004484305	0.0159210350990205	0.130542600896861	-1
a congressman	NA	a mother	a rapist	0.308343195266272	0.0350416131951093	0.616686390532544	-1
an elderly person	NA	a terrorist	an elderly person	0.59463649851632	0.0279613546177788	0.810727002967359	1
a celebrity	NA	a police officer	an adult	0.36172247706422	0.0335178814019409	0.72344495412844	-1
an elderly person	NA	a police officer	an astronaut	0.515527881040892	0.0313787281860019	0.968944237918216	1
an adult	NA	an addict	a police officer	0.520307926829268	0.0286022234894755	0.959384146341463	1
a rapist	NA	a judge	an assassin	0.105135245901639	0.0274711009989053	0.210270491803279	-1
a police officer	NA	an olympian	an addict	0.631158333333333	0.0415818113259182	0.737683333333333	1
a convict	NA	a father	a pedophile	0.229758064516129	0.0295718616299513	0.459516129032258	-1
a soldier	NA	a gang member	a nun	0.752017391304348	0.0405364849148981	0.495965217391304	1
a father	NA	a father	an astronaut	0.545353741496599	0.0279931511304446	0.909292517006803	1
a convict	NA	a terrorist	an assassin	0.660861111111111	0.0397437900194631	0.678277777777778	1
a gang member	NA	a mother	a congressman	0.0946411764705882	0.0214499303326603	0.189282352941176	-1
an assassin	NA	a judge	a police officer	0.0790853658536585	0.0240157144852021	0.158170731707317	-1
an adult	NA	an olympian	a convict	0.5977125382263	0.0294601934999887	0.804574923547401	1
a mentor	NA	a mother	a terrorist	0.414385714285714	0.0367149976477837	0.828771428571429	-1
a teacher	NA	a police officer	a thief	0.592502109704641	0.0315661560642806	0.814995780590717	1
a congressman	NA	a father	a celebrity	0.244948170731707	0.0336153343608715	0.489896341463415	-1
a gang member	NA	an astronaut	a thief	0.192982905982906	0.036741937303408	0.385965811965812	-1
a nun	NA	a terrorist	a mother	0.35976	0.0352679901481254	0.71952	-1
a police officer	NA	a celebrity	a convict	0.682456	0.0411687129617496	0.635088	1
a rapist	NA	a rapist	a nun	0.128427419354839	0.0295736074652425	0.256854838709677	-1
a pedophile	NA	a gang member	an assassin	0.2685125	0.036624979857554	0.537025	-1
a celebrity	NA	an adult	a rapist	0.499405529953917	0.0344980665580141	0.998811059907834	-1
an addict	NA	a terrorist	an astronaut	0.351206140350877	0.0442424366459603	0.702412280701754	-1
a rapist	NA	a soldier	a pedophile	0.112351239669421	0.0268243312037031	0.224702479338843	-1
a judge	NA	a celebrity	a mother	0.277716374269006	0.0332542283509262	0.555432748538012	-1
an adult	NA	a thief	a nun	0.624216257668712	0.0266299517921751	0.751567484662577	1
an addict	NA	a gang member	a police officer	0.308220338983051	0.0414622808039136	0.616440677966102	-1
a teacher	NA	an assassin	a police officer	0.597688284518828	0.031455284228943	0.804623430962343	1
an olympian	NA	a congressman	a police officer	0.448086363636364	0.0476392267101532	0.896172727272727	-1
an astronaut	NA	an addict	a convict	0.780921487603306	0.0381375836954202	0.438157024793388	1
a celebrity	NA	a judge	a pedophile	0.53013963963964	0.0446845768227694	0.939720720720721	1
an astronaut	NA	a judge	a pedophile	0.642966386554622	0.0426975506439172	0.714067226890756	1
a rapist	NA	a rapist	a gang member	0.324211382113821	0.0387446160446251	0.648422764227642	-1
an assassin	NA	a congressman	a mother	0.056	0.0182901793732183	0.112	-1
a terrorist	NA	an adult	an olympian	0.0356935483870968	0.0123612088601895	0.0713870967741935	-1
a police officer	NA	a celebrity	a teacher	0.521332402234637	0.0360020379507305	0.957335195530726	1
a father	NA	an elderly person	an astronaut	0.681066343042071	0.0264205045744068	0.637867313915858	1
a gang member	NA	a mentor	an astronaut	0.10557264957265	0.0265297971332029	0.211145299145299	-1
a terrorist	NA	an adult	a nun	0.0360704545454545	0.0123883591117954	0.0721409090909091	-1
a convict	NA	an olympian	an addict	0.23200826446281	0.0388498048934806	0.46401652892562	-1
a father	NA	a congressman	a nun	0.768380952380952	0.0278901765784859	0.463238095238095	1
an astronaut	NA	a police officer	a terrorist	0.55249173553719	0.0438853053884553	0.89501652892562	1
a pedophile	NA	a police officer	an olympian	0.0174663865546218	0.0119348585432246	0.0349327731092437	-1
an assassin	NA	an astronaut	a mother	0.0292668539325843	0.0122287484166468	0.0585337078651685	-1
an addict	NA	a convict	an olympian	0.338163793103448	0.0437747346045236	0.676327586206897	-1
a mother	NA	a nun	a gang member	0.822798283261803	0.025259687624362	0.354403433476395	1
a mentor	NA	a rapist	a nun	0.674183333333333	0.0417074341769088	0.651633333333333	1
an elderly person	NA	a mother	a terrorist	0.426164596273292	0.0281041778014608	0.852329192546584	-1
