Exp_Name	sn	Gender	Birth	cond	sess	trial_index	Block	BlockIt	TrialinBlock	StimNum	FrameNum	FrameName	respType	posttgap	stim_dur	keybResp	keybRT	keyDef	FeedBack	ShowFeedBack	Set	IA.1	IA.2	IB.1	IB.2	agent	method	type	ones	trial	QuantOption1	QuantOption2	trial_type
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	11	1	1	1	2364	6	test	key	500	NA	D	16682	Yes	NA	NA	2_1	a convict	an astronaut	an Olympian	NA	you	killed	simplified	1	1	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	17	1	1	2	2431	6	test	key	500	NA	D	3114	Yes	NA	NA	2_1	an adult	a convict	an addict	NA	you	killed	simplified	1	2	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	24	1	1	3	2289	6	test	key	500	NA	K	4295	No	NA	NA	2_1	a rapist	a mother	a congressman	NA	you	killed	simplified	1	3	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	30	1	1	4	976	6	test	key	500	NA	K	11313	No	NA	NA	1_1	an astronaut	NA	a celebrity	NA	you	killed	simplified	1	4	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	36	1	1	5	3252	6	test	key	500	NA	D	4973	Yes	NA	NA	2_2	a thief	a father	an Olympian	a terrorist	you	killed	simplified	1	5	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	43	1	1	6	2087	6	test	key	500	NA	D	3677	Yes	NA	NA	2_1	a congressman	an assassin	a terrorist	NA	you	killed	simplified	1	6	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	49	1	1	7	1562	6	test	key	500	NA	D	3851	Yes	NA	NA	1_2	a mentor	NA	a rapist	a nun	you	killed	simplified	1	7	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	55	1	1	8	3826	6	test	key	500	NA	D	9962	Yes	NA	NA	2_2	a police officer	a pedophile	a soldier	a pedophile	you	killed	simplified	1	8	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	61	1	1	9	57	6	test	key	500	NA	K	1938	No	NA	NA	1_1	a pedophile	NA	a teacher	NA	you	killed	simplified	1	9	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	67	1	1	10	3151	6	test	key	500	NA	K	3560	No	NA	NA	2_2	a pedophile	an elderly person	an astronaut	a celebrity	you	killed	simplified	1	10	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	73	1	1	11	1969	6	test	key	500	NA	D	6241	Yes	NA	NA	1_2	a police officer	NA	a pedophile	a judge	you	killed	simplified	1	11	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	79	1	1	12	3501	6	test	key	500	NA	D	5056	Yes	NA	NA	2_2	an elderly person	a nun	an astronaut	a rapist	you	killed	simplified	1	12	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	85	1	1	13	727	6	test	key	500	NA	D	6089	Yes	NA	NA	1_1	an adult	NA	an elderly person	NA	you	killed	simplified	1	13	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	91	1	1	14	1205	6	test	key	500	NA	D	5909	Yes	NA	NA	1_2	a father	NA	a rapist	an addict	you	killed	simplified	1	14	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	97	1	1	15	3101	6	test	key	500	NA	D	3536	Yes	NA	NA	2_2	a congressman	an adult	an assassin	a rapist	you	killed	simplified	1	15	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	103	1	1	16	658	6	test	key	500	NA	D	3502	Yes	NA	NA	1_1	a soldier	NA	an astronaut	NA	you	killed	simplified	1	16	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	109	1	1	17	2843	6	test	key	500	NA	K	7908	No	NA	NA	2_1	an Olympian	a police officer	a mother	NA	you	killed	simplified	1	17	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	115	1	1	18	3209	6	test	key	500	NA	D	6459	Yes	NA	NA	2_2	a judge	a nun	an adult	an Olympian	you	killed	simplified	1	18	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	121	1	1	19	2779	6	test	key	500	NA	K	2825	No	NA	NA	2_1	a terrorist	a pedophile	a nun	NA	you	killed	simplified	1	19	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	127	1	1	20	3628	6	test	key	500	NA	K	2349	No	NA	NA	2_2	a rapist	a gang member	a teacher	a judge	you	killed	simplified	1	20	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	133	1	1	21	2548	6	test	key	500	NA	D	4612	Yes	NA	NA	2_1	a mother	a police officer	a gang member	NA	you	killed	simplified	1	21	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	139	1	1	22	739	6	test	key	500	NA	D	4123	Yes	NA	NA	1_1	a mother	NA	a judge	NA	you	killed	simplified	1	22	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	145	1	1	23	325	6	test	key	500	NA	D	4946	Yes	NA	NA	1_1	a congressman	NA	a celebrity	NA	you	killed	simplified	1	23	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	151	1	1	24	4000	6	test	key	500	NA	D	2883	Yes	NA	NA	2_2	a police officer	a nun	a pedophile	an elderly person	you	killed	simplified	1	24	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	157	1	1	25	290	6	test	key	500	NA	K	5113	No	NA	NA	1_1	a gang member	NA	a judge	NA	you	killed	simplified	1	25	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	163	1	1	26	2508	6	test	key	500	NA	K	3370	No	NA	NA	2_1	a rapist	an assassin	a pedophile	NA	you	killed	simplified	1	26	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	169	1	1	27	441	6	test	key	500	NA	D	4241	Yes	NA	NA	1_1	an addict	NA	a gang member	NA	you	killed	simplified	1	27	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	175	1	1	28	2540	6	test	key	500	NA	D	3832	Yes	NA	NA	2_1	a mentor	a congressman	a judge	NA	you	killed	simplified	1	28	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	181	1	1	29	1334	6	test	key	500	NA	K	3338	No	NA	NA	1_2	a rapist	NA	an astronaut	a congressman	you	killed	simplified	1	29	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	187	1	1	30	2022	6	test	key	500	NA	D	4918	Yes	NA	NA	2_1	a convict	a soldier	a thief	NA	you	killed	simplified	1	30	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	193	1	1	31	3549	6	test	key	500	NA	D	5577	Yes	NA	NA	2_2	a nun	a rapist	a mentor	a rapist	you	killed	simplified	1	31	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	199	1	1	32	1379	6	test	key	500	NA	K	5011	No	NA	NA	1_2	an adult	NA	a nun	an adult	you	killed	simplified	1	32	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	205	1	1	33	32	6	test	key	500	NA	K	1897	No	NA	NA	1_1	a rapist	NA	a mother	NA	you	killed	simplified	1	33	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	211	1	1	34	2570	6	test	key	500	NA	D	4605	Yes	NA	NA	2_1	a nun	a judge	a thief	NA	you	killed	simplified	1	34	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	217	1	1	35	3900	6	test	key	500	NA	D	6111	Yes	NA	NA	2_2	an addict	a father	an elderly person	a police officer	you	killed	simplified	1	35	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	223	1	1	36	1303	6	test	key	500	NA	K	4364	No	NA	NA	1_2	a judge	NA	an Olympian	a teacher	you	killed	simplified	1	36	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	229	1	1	37	3694	6	test	key	500	NA	D	9240	Yes	NA	NA	2_2	a police officer	a teacher	a mentor	a thief	you	killed	simplified	1	37	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	235	1	1	38	120	6	test	key	500	NA	D	4353	Yes	NA	NA	1_1	a mother	NA	a mentor	NA	you	killed	simplified	1	38	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	241	1	1	39	2828	6	test	key	500	NA	D	5118	Yes	NA	NA	2_1	a rapist	a mother	a rapist	NA	you	killed	simplified	1	39	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	247	1	1	40	1883	6	test	key	500	NA	K	3450	No	NA	NA	1_2	a teacher	NA	a mentor	a father	you	killed	simplified	1	40	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	253	1	1	41	706	6	test	key	500	NA	K	11617	No	NA	NA	1_1	an elderly person	NA	a convict	NA	you	killed	simplified	1	41	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	259	1	1	42	1256	6	test	key	500	NA	K	3427	No	NA	NA	1_2	a father	NA	a teacher	a judge	you	killed	simplified	1	42	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	265	1	1	43	715	6	test	key	500	NA	D	3256	Yes	NA	NA	1_1	a celebrity	NA	a gang member	NA	you	killed	simplified	1	43	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	271	1	1	44	3392	6	test	key	500	NA	K	8085	No	NA	NA	2_2	a police officer	a soldier	a mother	a soldier	you	killed	simplified	1	44	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	277	1	1	45	2013	6	test	key	500	NA	K	5992	No	NA	NA	2_1	a nun	a thief	a father	NA	you	killed	simplified	1	45	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	283	1	1	46	186	6	test	key	500	NA	K	5135	No	NA	NA	1_1	a mentor	NA	an astronaut	NA	you	killed	simplified	1	46	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	289	1	1	47	1258	6	test	key	500	NA	K	12863	No	NA	NA	1_2	a convict	NA	a thief	an addict	you	killed	simplified	1	47	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	295	1	1	48	429	6	test	key	500	NA	D	3906	Yes	NA	NA	1_1	a thief	NA	a terrorist	NA	you	killed	simplified	1	48	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	301	1	1	49	2858	6	test	key	500	NA	D	5476	Yes	NA	NA	2_1	a police officer	a father	a celebrity	NA	you	killed	simplified	1	49	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	307	1	1	50	282	6	test	key	500	NA	D	2496	Yes	NA	NA	1_1	a nun	NA	an assassin	NA	you	killed	simplified	1	50	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	313	1	1	51	3696	6	test	key	500	NA	D	5149	Yes	NA	NA	2_2	a police officer	a mother	a gang member	a nun	you	killed	simplified	1	51	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	319	1	1	52	1403	6	test	key	500	NA	D	4151	Yes	NA	NA	1_2	a convict	NA	a convict	a rapist	you	killed	simplified	1	52	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	325	1	1	53	2599	6	test	key	500	NA	K	3901	No	NA	NA	2_1	a nun	a rapist	an astronaut	NA	you	killed	simplified	1	53	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	331	1	1	54	1305	6	test	key	500	NA	K	6942	No	NA	NA	1_2	an astronaut	NA	an adult	a celebrity	you	killed	simplified	1	54	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	337	1	1	55	659	6	test	key	500	NA	K	1956	No	NA	NA	1_1	a thief	NA	a celebrity	NA	you	killed	simplified	1	55	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	343	1	1	56	3851	6	test	key	500	NA	K	8188	No	NA	NA	2_2	a father	an elderly person	a teacher	a judge	you	killed	simplified	1	56	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	349	1	1	57	2105	6	test	key	500	NA	D	2485	Yes	NA	NA	2_1	a congressman	an adult	a mentor	NA	you	killed	simplified	1	57	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	355	1	1	58	911	6	test	key	500	NA	K	5854	No	NA	NA	1_1	a rapist	NA	an addict	NA	you	killed	simplified	1	58	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	361	1	1	59	1486	6	test	key	500	NA	D	2469	Yes	NA	NA	1_2	a soldier	NA	an assassin	a mentor	you	killed	simplified	1	59	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	367	1	1	60	3513	6	test	key	500	NA	D	6338	Yes	NA	NA	2_2	a mother	a thief	a judge	an astronaut	you	killed	simplified	1	60	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	373	1	1	61	2092	6	test	key	500	NA	K	3867	No	NA	NA	2_1	a mentor	a pedophile	a teacher	NA	you	killed	simplified	1	61	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	379	1	1	62	1869	6	test	key	500	NA	D	6018	Yes	NA	NA	1_2	a celebrity	NA	a thief	a pedophile	you	killed	simplified	1	62	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	385	1	1	63	2530	6	test	key	500	NA	K	3095	No	NA	NA	2_1	an addict	a nun	a teacher	NA	you	killed	simplified	1	63	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	391	1	1	64	2474	6	test	key	500	NA	D	2223	Yes	NA	NA	2_1	an adult	a thief	a rapist	NA	you	killed	simplified	1	64	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	397	1	1	65	370	6	test	key	500	NA	K	2713	No	NA	NA	1_1	an elderly person	NA	an Olympian	NA	you	killed	simplified	1	65	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	403	1	1	66	1368	6	test	key	500	NA	K	2199	No	NA	NA	1_2	a police officer	NA	an adult	a teacher	you	killed	simplified	1	66	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	409	1	1	67	1751	6	test	key	500	NA	K	2109	No	NA	NA	1_2	an assassin	NA	a teacher	an astronaut	you	killed	simplified	1	67	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	415	1	1	68	1993	6	test	key	500	NA	K	2650	No	NA	NA	1_2	a soldier	NA	an Olympian	a father	you	killed	simplified	1	68	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	421	1	1	69	1352	6	test	key	500	NA	K	3330	No	NA	NA	1_2	a teacher	NA	an Olympian	an astronaut	you	killed	simplified	1	69	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	427	1	1	70	1400	6	test	key	500	NA	K	3823	No	NA	NA	1_2	a convict	NA	a thief	a mother	you	killed	simplified	1	70	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	433	1	1	71	2163	6	test	key	500	NA	K	9341	No	NA	NA	2_1	a pedophile	a congressman	a congressman	NA	you	killed	simplified	1	71	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	439	1	1	72	2386	6	test	key	500	NA	D	3078	Yes	NA	NA	2_1	a mentor	a teacher	a rapist	NA	you	killed	simplified	1	72	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	445	1	1	73	3718	6	test	key	500	NA	K	3208	No	NA	NA	2_2	a pedophile	a congressman	a congressman	an astronaut	you	killed	simplified	1	73	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	451	1	1	74	3453	6	test	key	500	NA	D	4504	Yes	NA	NA	2_2	an adult	an addict	an assassin	an astronaut	you	killed	simplified	1	74	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	457	1	1	75	3572	6	test	key	500	NA	K	6318	No	NA	NA	2_2	a soldier	a terrorist	an Olympian	a soldier	you	killed	simplified	1	75	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	464	1	1	76	361	6	test	key	500	NA	K	3952	No	NA	NA	1_1	a teacher	NA	a father	NA	you	killed	simplified	1	76	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	470	1	1	77	1408	6	test	key	500	NA	K	3515	No	NA	NA	1_2	a congressman	NA	a celebrity	an elderly person	you	killed	simplified	1	77	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	476	1	1	78	2840	6	test	key	500	NA	K	2995	No	NA	NA	2_1	an astronaut	a rapist	a soldier	NA	you	killed	simplified	1	78	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	482	1	1	79	993	6	test	key	500	NA	D	8127	Yes	NA	NA	1_1	a pedophile	NA	a rapist	NA	you	killed	simplified	1	79	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	488	1	1	80	2479	6	test	key	500	NA	D	5372	Yes	NA	NA	2_1	a pedophile	a mother	a nun	NA	you	killed	simplified	1	80	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	494	1	1	81	2286	6	test	key	500	NA	D	3599	Yes	NA	NA	2_1	a teacher	a celebrity	a soldier	NA	you	killed	simplified	1	81	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	500	1	1	82	2145	6	test	key	500	NA	D	4153	Yes	NA	NA	2_1	a mentor	an adult	an astronaut	NA	you	killed	simplified	1	82	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	506	1	1	83	3725	6	test	key	500	NA	D	2669	Yes	NA	NA	2_2	a mother	a father	a rapist	an addict	you	killed	simplified	1	83	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	512	1	1	84	2931	6	test	key	500	NA	K	4333	No	NA	NA	2_1	an Olympian	an assassin	a celebrity	NA	you	killed	simplified	1	84	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	518	1	1	85	3581	6	test	key	500	NA	D	3293	Yes	NA	NA	2_2	a nun	a gang member	a thief	a pedophile	you	killed	simplified	1	85	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	524	1	1	86	1752	6	test	key	500	NA	K	4378	No	NA	NA	1_2	a police officer	NA	an Olympian	a convict	you	killed	simplified	1	86	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	530	1	1	87	2806	6	test	key	500	NA	D	5999	Yes	NA	NA	2_1	an elderly person	a celebrity	a rapist	NA	you	killed	simplified	1	87	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	536	1	1	88	3372	6	test	key	500	NA	D	2966	Yes	NA	NA	2_2	a teacher	an astronaut	a rapist	a celebrity	you	killed	simplified	1	88	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	542	1	1	89	2912	6	test	key	500	NA	D	5709	Yes	NA	NA	2_1	a terrorist	a soldier	a terrorist	NA	you	killed	simplified	1	89	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	548	1	1	90	3631	6	test	key	500	NA	D	3677	Yes	NA	NA	2_2	an Olympian	a thief	a pedophile	an addict	you	killed	simplified	1	90	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	554	1	1	91	2160	6	test	key	500	NA	D	1943	Yes	NA	NA	2_1	an astronaut	a mother	an Olympian	NA	you	killed	simplified	1	91	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	560	1	1	92	1941	6	test	key	500	NA	D	2440	Yes	NA	NA	1_2	a mother	NA	a mentor	a celebrity	you	killed	simplified	1	92	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	566	1	1	93	118	6	test	key	500	NA	D	3514	Yes	NA	NA	1_1	a soldier	NA	a police officer	NA	you	killed	simplified	1	93	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	572	1	1	94	2658	6	test	key	500	NA	D	5111	Yes	NA	NA	2_1	an assassin	a mother	a judge	NA	you	killed	simplified	1	94	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	578	1	1	95	2715	6	test	key	500	NA	K	2413	No	NA	NA	2_1	an assassin	a thief	a teacher	NA	you	killed	simplified	1	95	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	584	1	1	96	3865	6	test	key	500	NA	K	4411	No	NA	NA	2_2	a gang member	a pedophile	an astronaut	a mother	you	killed	simplified	1	96	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	590	1	1	97	1473	6	test	key	500	NA	K	8194	No	NA	NA	1_2	a pedophile	NA	a pedophile	a father	you	killed	simplified	1	97	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	596	1	1	98	3977	6	test	key	500	NA	K	12189	No	NA	NA	2_2	an astronaut	a mentor	a nun	a police officer	you	killed	simplified	1	98	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	602	1	1	99	951	6	test	key	500	NA	D	3101	Yes	NA	NA	1_1	a mother	NA	a mentor	NA	you	killed	simplified	1	99	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	608	1	1	100	2299	6	test	key	500	NA	D	5111	Yes	NA	NA	2_1	a judge	an elderly person	a congressman	NA	you	killed	simplified	1	100	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	614	1	1	101	2213	6	test	key	500	NA	D	1901	Yes	NA	NA	2_1	a congressman	an adult	a thief	NA	you	killed	simplified	1	101	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	620	1	1	102	127	6	test	key	500	NA	K	4464	No	NA	NA	1_1	a terrorist	NA	an Olympian	NA	you	killed	simplified	1	102	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	626	1	1	103	1181	6	test	key	500	NA	K	2462	No	NA	NA	1_2	a mentor	NA	an astronaut	an adult	you	killed	simplified	1	103	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	632	1	1	104	1484	6	test	key	500	NA	D	4329	Yes	NA	NA	1_2	a teacher	NA	an addict	an elderly person	you	killed	simplified	1	104	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	638	1	1	105	3991	6	test	key	500	NA	K	4682	No	NA	NA	2_2	a convict	an astronaut	a congressman	a mother	you	killed	simplified	1	105	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	644	1	1	106	1140	6	test	key	500	NA	D	3542	Yes	NA	NA	1_2	an astronaut	NA	an assassin	a pedophile	you	killed	simplified	1	106	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	650	1	1	107	3969	6	test	key	500	NA	D	2341	Yes	NA	NA	2_2	a teacher	a judge	a judge	an addict	you	killed	simplified	1	107	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	656	1	1	108	2581	6	test	key	500	NA	D	4008	Yes	NA	NA	2_1	a gang member	a father	a thief	NA	you	killed	simplified	1	108	2	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	662	1	1	109	1592	6	test	key	500	NA	D	4243	Yes	NA	NA	1_2	an adult	NA	a gang member	a convict	you	killed	simplified	1	109	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	668	1	1	110	3641	6	test	key	500	NA	D	7501	Yes	NA	NA	2_2	an astronaut	a police officer	a soldier	an adult	you	killed	simplified	1	110	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	674	1	1	111	3612	6	test	key	500	NA	D	2526	Yes	NA	NA	2_2	an astronaut	a mother	an astronaut	a thief	you	killed	simplified	1	111	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	680	1	1	112	3958	6	test	key	500	NA	D	2598	Yes	NA	NA	2_2	a police officer	a convict	a convict	a celebrity	you	killed	simplified	1	112	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	686	1	1	113	224	6	test	key	500	NA	D	3738	Yes	NA	NA	1_1	a mentor	NA	an Olympian	NA	you	killed	simplified	1	113	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	692	1	1	114	1834	6	test	key	500	NA	D	4367	Yes	NA	NA	1_2	an Olympian	NA	an assassin	a mentor	you	killed	simplified	1	114	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	698	1	1	115	342	6	test	key	500	NA	D	1786	Yes	NA	NA	1_1	a congressman	NA	a convict	NA	you	killed	simplified	1	115	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	704	1	1	116	3873	6	test	key	500	NA	K	3558	No	NA	NA	2_2	a nun	a convict	an astronaut	a judge	you	killed	simplified	1	116	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	710	1	1	117	987	6	test	key	500	NA	K	2719	No	NA	NA	1_1	a thief	NA	a judge	NA	you	killed	simplified	1	117	1	1	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	716	1	1	118	3006	6	test	key	500	NA	D	5884	Yes	NA	NA	2_2	a terrorist	a teacher	a celebrity	a gang member	you	killed	simplified	1	118	2	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	722	1	1	119	1270	6	test	key	500	NA	K	4973	No	NA	NA	1_2	a judge	NA	a nun	a father	you	killed	simplified	1	119	1	2	1
peoplePairsExperiment	1003_35214_1297605849	Female	21	PeoplePairs	NA	728	1	1	120	531	6	test	key	500	NA	D	5965	Yes	NA	NA	1_1	a soldier	NA	a police officer	NA	you	killed	simplified	1	120	1	1	1
